LOCATION,short_rate(t),short_rate(t+5y)
BEL,2.168397,2.192333
BEL,2.717962,2.849167
BEL,3.238737,3.705491
BEL,3.671432,3.881281
BEL,4.256047,4.309491
BEL,4.658889,5.555844
BEL,5.246632,4.026516
BEL,5.681176,6.005382
BEL,6.163077,10.03835
BEL,6.744706,9.259535
BEL,7.240741,9.45963
BEL,7.669444,9.68
BEL,8.181111,6.988333
BEL,8.653478,8.081739
BEL,9.215862,6.577931
BEL,9.653077,6.359615
BEL,10.195833,7.903333
BEL,10.705556,10.211111
BEL,11.2,10.716667
BEL,11.694444,11.3
BEL,12.157692,8.4
BEL,12.75,8.0375
BEL,13.0625,11.35
BEL,13.666667,10.4
BEL,14.266667,9.725
BEL,14.625,7
BEL,15.025,8.308333
BEL,15.68,7.56
BEL,16.125,7.375
BEL,16.75,8
BEL,17,9
BEL,17.5,10.45
RUS,4.3128,13.254
RUS,4.702417,11.1525
RUS,5.28325,10.978375
RUS,5.703313,6.82375
RUS,6.241,8.7477
RUS,6.7579,8.5022
RUS,7.237273,9.178955
RUS,7.684429,9.019714
RUS,8.12,7.8105
RUS,8.726667,10.953333
RUS,9.198571,8.748571
RUS,9.664,7.318
RUS,10.3,7.348571
RUS,10.702,7.26
RUS,11.3,8.193333
RUS,11.85,6.95
RUS,12.2,6.565
RUS,12.815,7.23
RUS,13.15,6.58
RUS,13.566667,6.096667
RUS,14.2,5.7
RUS,14.733333,6.39
RUS,16.9,8.7
RUS,17.17,7.186
RUS,17.75,6.89
RUS,18.2,7.2
RUS,19.7,6.4
RUS,20.4,10.4
RUS,20.7,7.043
RUS,21,9.4
RUS,21.6,5.4
RUS,22.2,7.8
RUS,23.2,6.8565
RUS,27.4,5.62
RUS,27.83,7.235
RUS,28.6,4.86
HUN,1.2831,0.767433
HUN,1.8232,0.497486
HUN,2.11485,0.2131
HUN,2.88725,0.16575
HUN,3.28925,0.1245
HUN,3.76205,0.13465
HUN,4.4179,0.224
HUN,4.63935,0.0784
HUN,5.4332,1.575
HUN,5.80508,2.03128
HUN,6.202115,3.274139
HUN,6.721348,3.486407
HUN,7.285952,3.108433
HUN,7.719393,5.773044
HUN,8.249072,4.893836
HUN,8.778309,4.339723
HUN,9.220177,5.038833
HUN,9.71627,6.833388
HUN,10.03,7.83
HUN,10.781201,7.0381
HUN,11.206351,6.07966
HUN,11.85,7.33
HUN,12.05,6.2
HUN,12.57,9.8
HUN,13.15,11.18261
HUN,14,11.09
HUN,14.7,11.1
HUN,15.3,12.415
FIN,-0.07049,-0.47202
FIN,0.205032,-0.340791
FIN,0.76938,-0.02998
FIN,1.24608,-0.128887
FIN,1.640117,-0.10165
FIN,2.162652,1.883364
FIN,2.707482,2.540147
FIN,3.26132,3.13548
FIN,3.6922,2.547693
FIN,4.280269,2.166738
FIN,4.754444,1.724064
FIN,5.20056,2.2934
FIN,5.816364,3.629609
FIN,6.0725,4.402175
FIN,6.695,3.575
FIN,7.27,3.67
FIN,7.62,3.73
FIN,8.25,3.75
FIN,8.815,3.55
FIN,9.298571,7.874286
FIN,9.72,8.9
FIN,10.24,6.665
FIN,10.694,4.48
FIN,11.176,4.766
FIN,11.727143,4.655714
FIN,12.25,4.672
FIN,12.645,5.2625
FIN,13.1875,4.5925
FIN,13.86,3.804
FIN,14.245714,4.314286
FIN,14.67,4.3625
FIN,15.235,4.595
FIN,16.18,4.953333
LUX,-0.057922,-0.464278
LUX,0.205032,-0.340791
LUX,0.79832,-0.14805
LUX,1.229942,-0.23575
LUX,1.565525,-0.300825
LUX,2.20725,0.887537
LUX,2.708633,1.675883
LUX,3.309418,2.723547
LUX,3.750967,1.800842
LUX,4.34152,2.42498
LUX,4.72075,2.44924
LUX,5.06665,2.27875
ESP,-0.07049,-0.47202
ESP,0.205032,-0.340791
ESP,0.76938,-0.02998
ESP,1.24608,-0.128887
ESP,1.640117,-0.10165
ESP,2.162652,1.883364
ESP,2.707482,2.540147
ESP,3.313404,3.027812
ESP,3.771614,1.850907
ESP,4.329735,1.7627
ESP,4.745879,1.474608
ESP,5.154145,2.581364
ESP,5.805,3.3734
ESP,6.36,3.3449
ESP,6.775,3.4928
ESP,7.282,4.37876
ESP,7.769556,3.058422
ESP,8.269333,3.733767
ESP,8.770429,3.713271
ESP,9.356714,4.5738
ESP,9.666167,4.30795
ESP,10.427333,13.682333
ESP,10.699857,12.158857
ESP,11.225143,10.558
ESP,11.6116,12.9514
ESP,12.236818,12.932364
ESP,12.717955,8.6095
ESP,13.3104,11.5922
ESP,13.746714,10.329429
ESP,14.279,10.0183
ESP,14.806133,9.4552
ESP,15.221167,9.930333
ESP,15.736667,12.127998
ESP,16.202569,13.154141
ESP,16.800991,12.641875
ESP,17.184663,14.212665
ESP,17.757992,13.256665
ESP,18.287188,13.287
ESP,18.728,12.757
ESP,19.00099,13.648
ESP,19.80299,12.502
ESP,20.69398,12.57
ESP,21.14199,10.775
ESP,21.83099,12.629
ESP,22.36949,10.9805
ESP,23.41099,10.747
NOR,1.267007,0.665714
NOR,1.805623,1.508167
NOR,2.191724,1.892077
NOR,2.687241,2.202486
NOR,3.222667,2.925775
NOR,3.736667,5.579273
NOR,4.194,5.518
NOR,4.788333,4.875746
NOR,5.3025,6.61
NOR,5.7885,4.219525
NOR,6.291111,3.105509
NOR,6.744762,3.442962
NOR,7.292727,3.654091
NOR,7.78,2.615
NOR,8.206667,3.2
NOR,8.79,4.08
NOR,9.32,3.84
NOR,10.339091,4.346364
NOR,10.734545,4.678182
NOR,11.273571,5.444286
NOR,11.78375,5.75375
NOR,12.365,8.6525
NOR,12.554545,10.857273
NOR,13.20625,8.01125
NOR,13.645,9.8
NOR,14.258,10.207
NOR,14.6575,10.145
NOR,15.188333,9.031667
NOR,16.685,10.71
JPN,0.211676,0.284454
JPN,0.719784,0.262312
GRC,-0.076244,-0.475122
GRC,0.205032,-0.340791
GRC,0.7652,-0.030574
GRC,1.24608,-0.128887
GRC,1.640117,-0.10165
GRC,2.162652,1.883364
GRC,2.729709,2.780564
GRC,3.327612,3.454353
GRC,3.755833,1.6886
GRC,4.310167,1.311878
GRC,4.757338,0.997212
GRC,5.115398,0.973967
GRC,6.246364,2.3609
GRC,7.025,2.1966
GRC,7.565238,2.1391
GRC,8.284167,2.122125
GRC,8.76687,2.137567
GRC,9.128,2.1454
GRC,9.880682,2.12955
GRC,10.096916,2.098071
GRC,10.81415,2.1204
GRC,11.233705,3.331
GRC,11.67715,2.77745
GRC,12.00381,2.159
GRC,12.871403,2.268967
GRC,13.18951,2.604567
GRC,13.773655,2.14385
GRC,14.52,2.53
GRC,15.30476,2.941
GRC,16.886,2.6875
GRC,19.012,2.8318
GRC,23.8245,3.1241
KOR,1.691667,0.8
KOR,2.325714,2.014786
KOR,2.723769,1.791026
KOR,3.319091,1.978182
KOR,3.660588,2.424706
KOR,4.264,3.975333
KOR,4.759677,4.535161
KOR,5.260769,3.154615
KOR,5.726364,3.460909
KOR,6.23,3.405
KOR,6.94,4
KOR,7.04,3.93
AUT,-0.07049,-0.47202
AUT,0.205032,-0.340791
AUT,0.76938,-0.02998
AUT,1.24608,-0.128887
AUT,1.640117,-0.10165
AUT,2.162652,1.883364
AUT,2.707482,2.540147
AUT,3.336313,3.390282
AUT,3.704133,2.280093
AUT,4.283567,2.57566
AUT,4.753141,1.897486
AUT,5.15504,2.698033
AUT,5.76,3.4
AUT,6.22,3.6
AUT,6.674,3.592
AUT,7.17,3.69
AUT,7.655,3.62
AUT,8.225,3.66
AUT,8.758889,4.306667
AUT,9.252308,3.915385
AUT,9.681429,3.400714
SVK,-0.057922,-0.464278
SVK,0.205032,-0.340791
SVK,0.76938,-0.02998
SVK,1.24608,-0.128887
SVK,1.640117,-0.10165
SVK,2.296625,0.56705
SVK,2.742,0.83662
SVK,3.334,0.77546
SVK,3.808462,0.736008
SVK,4.083333,0.499183
SVK,4.651429,1.493514
SVK,5.24,1.5289
SVK,5.727273,3.511782
SVK,6.14,4.022
SVK,7.433333,3.742222
SVK,7.634286,3.92
SVK,8.11,3.926667
SVN,-0.057922,-0.464278
SVN,0.205032,-0.340791
SVN,0.76938,-0.02998
SVN,1.24608,-0.128887
SVN,1.640117,-0.10165
SVN,2.4565,0.292
SVN,3.337533,1.1199
SVN,3.668177,1.265931
SVN,4.104127,0.740088
SVN,4.793354,0.395531
SVN,5.06615,0.2245
SVN,5.71,1.7893
SVN,6.241667,4.167
SVN,6.73,4.867825
SVN,7.153333,4.745767
SVN,7.76,4.355475
SVN,8.06,3.9753
SVN,8.648,4.34414
CAN,0.397751,1.084283
CAN,0.775115,0.636942
CAN,1.164248,1.34361
CAN,1.589048,1.17
CAN,2.193568,2.184675
CAN,2.743814,2.995944
CAN,3.242133,3.455467
CAN,3.73264,4.613276
CAN,4.257458,5.135802
CAN,4.784139,4.385152
CAN,5.21089,4.61207
CAN,5.716275,4.894829
CAN,6.243075,5.445579
CAN,6.725562,7.052208
CAN,7.247258,9.199052
CAN,7.692568,8.716475
CAN,8.320639,8.735203
CAN,8.731019,8.833976
CAN,9.280784,11.686084
CAN,9.796,10.60749
CAN,10.344687,10.531187
CAN,10.706083,9.74478
CAN,11.204633,9.696721
CAN,11.716818,10.534864
CAN,12.266912,7.286668
CAN,12.8126,8.695624
CAN,13.29275,8.91915
CAN,13.714583,8.075585
CAN,14.083333,10.633333
CAN,14.74375,10.21875
CAN,15.175,7.68125
CAN,15.671667,7.681667
CAN,16.130833,9.054167
CAN,16.818333,9.291667
CAN,17.181875,10.168125
CAN,18.88125,8.5075
CAN,19.25,8.7
CAN,19.66,8.47
CAN,20.54,8.35
CAN,22.0125,8.5125
DEU,-0.07049,-0.47202
DEU,0.205032,-0.340791
DEU,0.76938,-0.02998
DEU,1.24608,-0.128887
DEU,1.640117,-0.10165
DEU,2.162652,1.883364
DEU,2.731432,2.864868
DEU,3.283112,4.182083
DEU,3.721924,6.024457
DEU,4.23887,6.548714
DEU,4.726248,6.298684
DEU,5.206726,4.914742
DEU,5.743226,6.078668
DEU,6.23913,6.204783
DEU,6.713333,6.222778
DEU,7.216667,5.304167
DEU,7.725,5.190556
DEU,8.279375,4.63
DEU,8.808667,5.092
DEU,9.241786,4.367143
DEU,9.7016,4.76
DEU,10.227143,5.215714
DEU,10.695,4.2725
DEU,11.14,4.6
DEU,11.78,4.64
DEU,12.255,3.745
DEU,12.786667,4.596667
DEU,13.17,4.465
DEU,13.613333,4.03
DEU,14.346667,3.8
DEU,14.57,3.7
PRT,-0.057922,-0.464278
PRT,0.205032,-0.340791
PRT,0.76938,-0.02998
PRT,1.24608,-0.128887
PRT,1.640117,-0.10165
PRT,2.162652,1.883364
PRT,2.707482,2.540147
PRT,3.314964,3.027812
PRT,3.754738,1.828392
PRT,4.303567,1.643047
PRT,4.725812,1.535131
PRT,5.1957,2.205375
PRT,5.725,3.42325
PRT,6.22,3.3677
PRT,6.9,3.4928
PRT,7.24,4.37876
PRT,7.5,4.682
PRT,8.166667,4.745033
PRT,8.922,4.9392
PRT,9.2672,4.86922
PRT,9.8885,3.66805
PRT,10.3175,3.41085
PRT,10.701,3.3317
PRT,11.154833,3.693017
PRT,11.75,3.147875
PRT,12.706,2.6765
PRT,13.113,4.3
PRT,13.697,2.6267
ISL,4.109,6.7243
ISL,4.722143,7.195143
ISL,5.261185,11.371741
ISL,5.715583,5.876167
ISL,6.197667,5.705139
ISL,6.686706,8.727941
ISL,7.174091,8.996394
ISL,7.707692,8.266
ISL,8.2812,6.7539
ISL,8.7305,7.0436
ISL,9.230333,7.036667
ISL,9.608,10.3235
ISL,10.203571,6.437714
ISL,10.723333,7.865167
ISL,11.336,9.008286
ISL,11.778167,10.696917
ISL,12.310571,11.698286
ISL,12.575,9.5725
ISL,13.189,4.415
ISL,13.882167,5.491667
ISL,14.215889,5.711111
ISL,14.5705,5.445
ISL,15.166,5.266667
ISL,15.81,6.2
ISL,16.086,6.2
ISL,17.17,6.17
ISL,18.373333,6.2
ISL,18.57,6.2
AUS,2.226923,0.17
AUS,2.687727,1.573636
AUS,3.198125,2.231875
AUS,3.716667,2.203333
AUS,4.311765,4.581176
AUS,4.824026,5.214675
AUS,5.251143,4.810857
AUS,5.711636,6.227636
AUS,6.295897,6.123077
AUS,6.725714,6.285
AUS,7.3325,5.35875
AUS,7.696923,6.222692
AUS,8.189167,9.885
AUS,8.78,11.3725
AUS,9.240714,12.037857
AUS,9.704211,12.476316
AUS,10.195789,12.205263
AUS,10.768125,13.975625
AUS,11.290909,12.020909
AUS,11.748333,10.245
AUS,12.269167,12.606667
AUS,12.745714,12.4
AUS,13.222857,10.561429
AUS,13.779167,12.366667
AUS,14.145,8.5625
AUS,14.709,11.739
AUS,15.190833,10.9375
AUS,15.696667,11.726667
AUS,16.3,11.885
AUS,16.706,10.114
AUS,17.284286,10.075714
AUS,17.79,6.133333
AUS,18.24,8.646667
AUS,18.8075,13.07
AUS,19.56,12.19
AUS,21.39,15.08
AUS,21.75,10.54
IRL,-0.057922,-0.464278
IRL,0.205032,-0.340791
IRL,0.76938,-0.02998
IRL,1.24608,-0.128887
IRL,1.640117,-0.10165
IRL,2.162652,1.883364
IRL,2.707482,2.540147
IRL,3.307764,3.027812
IRL,3.744738,1.828392
IRL,4.287591,1.461464
IRL,4.760505,1.436923
IRL,5.168691,3.219855
IRL,5.739524,3.524652
IRL,6.224615,3.313842
IRL,6.6675,4.568988
IRL,7.155,5.6535
IRL,7.648,6.56
IRL,8.20375,6.5375
IRL,8.7025,16.2975
IRL,9.228571,14.074286
IRL,9.856667,9
IRL,10.221304,7.261739
IRL,10.664545,6.64
IRL,11.137778,7.715556
IRL,11.676,7.72
IRL,12.257778,8.001111
IRL,12.813333,9.833333
IRL,13.162,10.308
IRL,13.782,9.854
IRL,14.23,10.44
IRL,14.664,10.604
IRL,15.06,11.655
IRL,16.06,11.12
IRL,16.5,6.17
IRL,17.5,6.07
IRL,24.5,6.05
NLD,-0.07049,-0.47202
NLD,0.205032,-0.340791
NLD,0.76938,-0.02998
NLD,1.24608,-0.128887
NLD,1.640117,-0.10165
NLD,2.162652,1.883364
NLD,2.739418,2.933527
NLD,3.279669,3.17954
NLD,3.721809,2.612065
NLD,4.26731,3.874581
NLD,4.775967,2.0573
NLD,5.245018,5.434664
NLD,5.770769,7.545385
NLD,6.208696,6.391304
NLD,6.822222,6.374444
NLD,7.214286,5.47
NLD,7.67,4.3725
NLD,8.27875,4.46625
NLD,8.71,4.57
NLD,9.231333,3.361333
NLD,9.6,3.182222
NLD,10.13,5.42
NLD,10.56,5.71
CHE,-0.783329,-0.715786
CHE,-0.063,-0.6884
CHE,0.155142,0.066017
CHE,0.703928,1.470772
CHE,1.232916,2.855224
CHE,1.732615,2.544893
CHE,2.227413,2.561441
CHE,2.755457,1.506626
CHE,3.299395,2.592767
CHE,3.733897,6.010574
CHE,4.185374,4.124456
CHE,4.722905,5.086908
CHE,5.187942,5.789127
CHE,5.667133,5.006703
CHE,6.202425,2.886905
CHE,6.744059,4.038934
CHE,7.04065,4.12815
CHE,7.734375,3.033205
CHE,8.201969,2.643739
CHE,8.757294,2.454241
CHE,9.20093,2.778078
CHE,9.739538,3.701275
CHE,10.1112,3.2666
CHE,10.71968,2.38366
CHE,11.71785,0.573
ZAF,4.95,7.335
ZAF,5.2532,7.2488
ZAF,5.685652,6.608261
ZAF,6.176429,5.982143
ZAF,6.766136,5.638696
ZAF,7.219721,6.933301
ZAF,7.701446,8.466515
ZAF,8.295,7.54125
ZAF,8.731705,11.534737
ZAF,9.257137,9.161875
ZAF,9.826,8.755
ZAF,10.240345,8.747241
ZAF,10.773122,9.889444
ZAF,11.2885,10.478
ZAF,11.696364,13.442727
ZAF,12.148235,12.480588
ZAF,12.730833,11.085833
ZAF,13.16,12.271
ZAF,13.804615,10.054615
ZAF,14.241,12.236
ZAF,14.745556,11.167778
ZAF,15.218571,11.710714
ZAF,15.76375,10.208125
ZAF,16.246154,11.24
ZAF,16.706667,15.758889
ZAF,17.258182,12.415455
ZAF,17.75625,14.15125
ZAF,18.075,13.53
ZAF,18.99,10.89
ZAF,19.45,8.22
ZAF,19.75,14.125
ZAF,20.71,18
ZAF,21.1,17.995
ZAF,21.748571,16.502857
CZE,0.364286,1.419143
CZE,0.603333,0.683333
CZE,1.210667,0.299
CZE,1.768462,0.753077
CZE,2.206111,2.2425
CZE,2.655455,1.86
CZE,3.23,1.608333
CZE,3.808889,1.026667
CZE,4.172727,1.04
CZE,4.62,2.57
CZE,5.265789,2.101579
CZE,5.57,2.36
POL,1.728571,0.54
POL,2.1,1.7125
POL,2.691875,1.715625
POL,3.235,1.7
POL,3.856364,1.712727
POL,4.233919,3.35337
POL,4.773946,2.61125
POL,5.224667,4.488
POL,5.767143,4.824286
POL,6.275556,4.242222
POL,6.703846,3.72
POL,7.01,4.695
POL,7.73,5.01
POL,8.33,5.03
POL,8.83,4.6275
POL,9.6,4.44
POL,10.22,4.286667
POL,10.64,4.19
POL,11.91,4.2
POL,12.45,4.2
POL,13.84,4.2
POL,14.56,4.22
POL,15.455,4.185
POL,16.09,4.21
POL,17.226667,4.15
POL,18.29,4.16
POL,18.86,4.4
SWE,-0.349231,-0.133077
SWE,0.2376,-0.04
SWE,0.836364,-0.524545
SWE,1.3165,-0.3415
SWE,1.830741,0.166667
SWE,2.174545,1.012727
SWE,2.757143,2.705
SWE,3.247143,2.169524
SWE,3.7848,2.498
SWE,4.187692,2.615577
SWE,4.705,3.855
SWE,5.3,4.295
SWE,5.79,4.17
SWE,6.22,3.975
SWE,6.9575,3.2
SWE,7.171429,3.421429
SWE,7.74875,3.63375
SWE,8.17,3.866
SWE,8.791818,6.926364
SWE,9.237333,9.158667
SWE,9.7325,7.715
SWE,10.35125,7.96125
SWE,10.626,6.636
SWE,11.25,5.735
SWE,11.699286,6.171429
SWE,12.268571,5.851429
SWE,12.744,8.872
SWE,13.233333,7.093333
SWE,13.685,6.33
SWE,14.375,6.425
SWE,14.78,8.5675
SWE,20.18,4.11
MEX,3.325,6.48875
MEX,3.798,7.652
MEX,4.32,8.006667
MEX,4.853333,5.6025
MEX,5.028,3.31
MEX,5.73,7.722
MEX,6.13,7.98
MEX,6.56,8.18
MEX,7.303333,6.036667
MEX,7.725294,5.114706
MEX,8.214,5.368
MEX,8.716667,6.636667
MEX,9.212,6.126
MEX,9.59,5.03
MEX,10.106,5.602
MEX,11.16,7.65
MEX,11.6,7.57
FRA,-0.057922,-0.464278
FRA,0.205032,-0.340791
FRA,0.76938,-0.02998
FRA,1.24608,-0.128887
FRA,1.640117,-0.10165
FRA,2.162652,1.883364
FRA,2.707482,2.540147
FRA,3.341569,3.136739
FRA,3.70533,2.635379
FRA,4.3195,1.949742
FRA,4.766322,2.825593
FRA,5.19945,5.424563
FRA,5.763217,4.854128
FRA,6.29165,6.772633
FRA,6.761369,8.209646
FRA,7.248017,9.746033
FRA,7.788443,9.871961
FRA,8.243754,10.005177
FRA,8.816135,9.341353
FRA,9.24349,7.93372
FRA,9.767504,9.077591
FRA,10.200027,7.303781
FRA,10.6742,10.434391
FRA,11.234613,7.046307
FRA,11.74375,9.937275
FRA,12.298162,8.234262
FRA,12.698,8.957973
FRA,13.315,8.6594
FRA,13.905,10.485
FRA,14.223333,8.6402
FRA,14.575,8.2159
FRA,15.2325,8.039475
FRA,15.8,7.7859
FRA,16.336667,7.876767
FRA,17.365,7.12
FRA,17.59,7.08
FRA,18.92,7.24
ITA,-0.057922,-0.464278
ITA,0.205032,-0.340791
ITA,0.76938,-0.02998
ITA,1.24608,-0.128887
ITA,1.640117,-0.10165
ITA,2.162652,1.883364
ITA,2.707482,2.540147
ITA,3.314164,3.027812
ITA,3.766277,1.828392
ITA,4.31535,1.39325
ITA,4.761644,1.419664
ITA,5.103657,1.727457
ITA,5.62,2.53
ITA,6.1975,2.8961
ITA,6.798333,3.3774
ITA,7.301667,3.3707
ITA,7.81,2.579
ITA,8.30625,3.106838
ITA,8.787,3.8086
ITA,9.118333,4.02265
ITA,9.735,4.7566
ITA,10.328,4.77652
ITA,10.82,4.741771
ITA,11.27,4.865667
ITA,11.68625,8.15625
ITA,12.253333,7.6
ITA,12.743333,7.73
ITA,13.46,6.88
ITA,13.85,6.08
ITA,14.5,6.49
ITA,15.43,6.87
ITA,15.61,6.77
ITA,18.22,6.67
COL,3.46,5.208
COL,3.780556,4.908333
COL,4.238571,4.596071
COL,4.697778,4.498889
COL,5.28,5.613333
COL,5.826,3.412
COL,6.285,3.904
COL,6.768571,4.54
COL,7.25875,3.9775
COL,7.778519,7.61037
COL,8.16,4.926667
COL,8.775,5.108333
COL,9.21,4.97
COL,9.7375,4.10625
COL,10.09,4.036667
LVA,-0.057922,-0.464278
LVA,0.241185,-0.343819
LVA,0.764762,-0.272048
LVA,1.208571,-0.202757
LVA,1.796667,-0.22
LVA,2.205,0.0019
LVA,2.81125,1.60875
LVA,3.193333,1.0694
LVA,3.852,7.488
LVA,4.247604,8.3625
LVA,4.75,3.858783
LVA,5.07,0.83
LVA,5.728,2.002
LVA,6.296667,0.49
LVA,6.736667,3.946667
LVA,7.355,4.615
LVA,7.783333,1.843333
LVA,8.24,0.49045
LVA,9.165,0.75
LVA,9.99,0.94
LVA,10.03,0.27
LVA,10.715,0.40905
LVA,11.06,0.58
LVA,11.75,0.2525
LVA,12.233333,0.291667
LVA,12.75,0.52
LVA,13.32,0.1996
LVA,13.94,0.25
LVA,16.94,0.205
LVA,21.25,0.2414
EA19,-0.07049,-0.47202
EA19,0.205032,-0.340791
EA19,0.76938,-0.02998
EA19,1.24608,-0.128887
EA19,1.640117,-0.10165
EA19,2.162652,1.883364
EA19,2.707482,2.540147
EA19,3.313764,3.027812
EA19,3.783624,1.901788
EA19,4.296426,2.425919
EA19,4.726581,1.716712
EA19,5.090622,3.0666
EA19,5.63,4.745033
EA19,6.365556,3.353167
EA19,6.714545,3.777155
EA19,7.136667,4.263
EA19,7.58,3.747
LTU,-0.057922,-0.464278
LTU,0.304826,-0.347248
LTU,0.710117,-0.32698
LTU,1.334305,-0.261118
LTU,1.7108,-0.163278
LTU,2.382467,2.370235
LTU,2.681829,5.276444
LTU,3.346723,4.034471
LTU,3.639845,3.021493
