"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","LTINT","TOT","PC_PA","Q","1994-Q4",12.09633,
"ITA","LTINT","TOT","PC_PA","Q","1995-Q1",12.73767,
"ITA","LTINT","TOT","PC_PA","Q","1995-Q2",12.69533,
"ITA","LTINT","TOT","PC_PA","Q","1995-Q3",11.80367,
"ITA","LTINT","TOT","PC_PA","Q","1995-Q4",11.58667,
"ITA","LTINT","TOT","PC_PA","Q","1996-Q1",10.54533,
"ITA","LTINT","TOT","PC_PA","Q","1996-Q2",9.868,
"ITA","LTINT","TOT","PC_PA","Q","1996-Q3",9.359667,
"ITA","LTINT","TOT","PC_PA","Q","1996-Q4",7.829667,
"ITA","LTINT","TOT","PC_PA","Q","1997-Q1",7.535666,
"ITA","LTINT","TOT","PC_PA","Q","1997-Q2",7.373667,
"ITA","LTINT","TOT","PC_PA","Q","1997-Q3",6.51,
"ITA","LTINT","TOT","PC_PA","Q","1997-Q4",6.021667,
"ITA","LTINT","TOT","PC_PA","Q","1998-Q1",5.335667,
"ITA","LTINT","TOT","PC_PA","Q","1998-Q2",5.144,
"ITA","LTINT","TOT","PC_PA","Q","1998-Q3",4.762,
"ITA","LTINT","TOT","PC_PA","Q","1998-Q4",4.288333,
"ITA","LTINT","TOT","PC_PA","Q","1999-Q1",4.082,
"ITA","LTINT","TOT","PC_PA","Q","1999-Q2",4.334667,
"ITA","LTINT","TOT","PC_PA","Q","1999-Q3",5.116667,
"ITA","LTINT","TOT","PC_PA","Q","1999-Q4",5.376667,
"ITA","LTINT","TOT","PC_PA","Q","2000-Q1",5.686666,
"ITA","LTINT","TOT","PC_PA","Q","2000-Q2",5.548666,
"ITA","LTINT","TOT","PC_PA","Q","2000-Q3",5.593667,
"ITA","LTINT","TOT","PC_PA","Q","2000-Q4",5.475333,
"ITA","LTINT","TOT","PC_PA","Q","2001-Q1",5.164667,
"ITA","LTINT","TOT","PC_PA","Q","2001-Q2",5.373667,
"ITA","LTINT","TOT","PC_PA","Q","2001-Q3",5.273334,
"ITA","LTINT","TOT","PC_PA","Q","2001-Q4",4.936666,
"ITA","LTINT","TOT","PC_PA","Q","2002-Q1",5.250667,
"ITA","LTINT","TOT","PC_PA","Q","2002-Q2",5.353667,
"ITA","LTINT","TOT","PC_PA","Q","2002-Q3",4.851666,
"ITA","LTINT","TOT","PC_PA","Q","2002-Q4",4.680666,
"ITA","LTINT","TOT","PC_PA","Q","2003-Q1",4.24,
"ITA","LTINT","TOT","PC_PA","Q","2003-Q2",4.16,
"ITA","LTINT","TOT","PC_PA","Q","2003-Q3",4.333333,
"ITA","LTINT","TOT","PC_PA","Q","2003-Q4",4.45,
"ITA","LTINT","TOT","PC_PA","Q","2004-Q1",4.276033,
"ITA","LTINT","TOT","PC_PA","Q","2004-Q2",4.4626,
"ITA","LTINT","TOT","PC_PA","Q","2004-Q3",4.3226,
"ITA","LTINT","TOT","PC_PA","Q","2004-Q4",3.973467,
"ITA","LTINT","TOT","PC_PA","Q","2005-Q1",3.742367,
"ITA","LTINT","TOT","PC_PA","Q","2005-Q2",3.536933,
"ITA","LTINT","TOT","PC_PA","Q","2005-Q3",3.391467,
"ITA","LTINT","TOT","PC_PA","Q","2005-Q4",3.55092,
"ITA","LTINT","TOT","PC_PA","Q","2006-Q1",3.7212,
"ITA","LTINT","TOT","PC_PA","Q","2006-Q2",4.266467,
"ITA","LTINT","TOT","PC_PA","Q","2006-Q3",4.171,
"ITA","LTINT","TOT","PC_PA","Q","2006-Q4",4.0259,
"ITA","LTINT","TOT","PC_PA","Q","2007-Q1",4.2397,
"ITA","LTINT","TOT","PC_PA","Q","2007-Q2",4.543967,
"ITA","LTINT","TOT","PC_PA","Q","2007-Q3",4.639133,
"ITA","LTINT","TOT","PC_PA","Q","2007-Q4",4.526233,
"ITA","LTINT","TOT","PC_PA","Q","2008-Q1",4.377767,
"ITA","LTINT","TOT","PC_PA","Q","2008-Q2",4.778533,
"ITA","LTINT","TOT","PC_PA","Q","2008-Q3",4.9042,
"ITA","LTINT","TOT","PC_PA","Q","2008-Q4",4.663767,
"ITA","LTINT","TOT","PC_PA","Q","2009-Q1",4.5385,
"ITA","LTINT","TOT","PC_PA","Q","2009-Q2",4.4591,
"ITA","LTINT","TOT","PC_PA","Q","2009-Q3",4.1923,
"ITA","LTINT","TOT","PC_PA","Q","2009-Q4",4.054833,
"ITA","LTINT","TOT","PC_PA","Q","2010-Q1",4.0233,
"ITA","LTINT","TOT","PC_PA","Q","2010-Q2",4.028533,
"ITA","LTINT","TOT","PC_PA","Q","2010-Q3",3.896667,
"ITA","LTINT","TOT","PC_PA","Q","2010-Q4",4.194334,
"ITA","LTINT","TOT","PC_PA","Q","2011-Q1",4.78,
"ITA","LTINT","TOT","PC_PA","Q","2011-Q2",4.8042,
"ITA","LTINT","TOT","PC_PA","Q","2011-Q3",5.493166,
"ITA","LTINT","TOT","PC_PA","Q","2011-Q4",6.613667,
"ITA","LTINT","TOT","PC_PA","Q","2012-Q1",5.710467,
"ITA","LTINT","TOT","PC_PA","Q","2012-Q2",5.7876,
"ITA","LTINT","TOT","PC_PA","Q","2012-Q3",5.690667,
"ITA","LTINT","TOT","PC_PA","Q","2012-Q4",4.781967,
"ITA","LTINT","TOT","PC_PA","Q","2013-Q1",4.447,
"ITA","LTINT","TOT","PC_PA","Q","2013-Q2",4.206967,
"ITA","LTINT","TOT","PC_PA","Q","2013-Q3",4.4595,
"ITA","LTINT","TOT","PC_PA","Q","2013-Q4",4.152233,
"ITA","LTINT","TOT","PC_PA","Q","2014-Q1",3.638867,
"ITA","LTINT","TOT","PC_PA","Q","2014-Q2",3.090433,
"ITA","LTINT","TOT","PC_PA","Q","2014-Q3",2.608767,
"ITA","LTINT","TOT","PC_PA","Q","2014-Q4",2.234733,
"ITA","LTINT","TOT","PC_PA","Q","2015-Q1",1.5177,
"ITA","LTINT","TOT","PC_PA","Q","2015-Q2",1.789467,
"ITA","LTINT","TOT","PC_PA","Q","2015-Q3",1.9337,
"ITA","LTINT","TOT","PC_PA","Q","2015-Q4",1.614933,
"ITA","LTINT","TOT","PC_PA","Q","2016-Q1",1.489,
"ITA","LTINT","TOT","PC_PA","Q","2016-Q2",1.473867,
"ITA","LTINT","TOT","PC_PA","Q","2016-Q3",1.2232,
"ITA","LTINT","TOT","PC_PA","Q","2016-Q4",1.759667,
"ITA","LTINT","TOT","PC_PA","Q","2017-Q1",2.248033,
"ITA","LTINT","TOT","PC_PA","Q","2017-Q2",2.168,
"ITA","LTINT","TOT","PC_PA","Q","2017-Q3",2.150133,
"ITA","LTINT","TOT","PC_PA","Q","2017-Q4",1.885533,
"ITA","LTINT","TOT","PC_PA","Q","2018-Q1",2.010167,
"ITA","LTINT","TOT","PC_PA","Q","2018-Q2",2.232433,
"ITA","LTINT","TOT","PC_PA","Q","2018-Q3",2.921,
"ITA","LTINT","TOT","PC_PA","Q","2018-Q4",3.278,
"ITA","LTINT","TOT","PC_PA","Q","2019-Q1",2.7573,
"ITA","LTINT","TOT","PC_PA","Q","2019-Q2",2.5152,
"ITA","LTINT","TOT","PC_PA","Q","2019-Q3",1.167233,
"ITA","LTINT","TOT","PC_PA","Q","2019-Q4",1.213167,
"ITA","LTINT","TOT","PC_PA","Q","2020-Q1",1.26,
"ITA","LTINT","TOT","PC_PA","Q","2020-Q2",1.672,
"ITA","LTINT","TOT","PC_PA","Q","2020-Q3",1.071067,
"ITA","LTINT","TOT","PC_PA","Q","2020-Q4",0.6706667,
"CZE","LTINT","TOT","PC_PA","Q","2000-Q2",6.406667,
"CZE","LTINT","TOT","PC_PA","Q","2000-Q3",6.953333,
"CZE","LTINT","TOT","PC_PA","Q","2000-Q4",7.443333,
"CZE","LTINT","TOT","PC_PA","Q","2001-Q1",6.52,
"CZE","LTINT","TOT","PC_PA","Q","2001-Q2",6.486667,
"CZE","LTINT","TOT","PC_PA","Q","2001-Q3",6.693333,
"CZE","LTINT","TOT","PC_PA","Q","2001-Q4",5.556667,
"CZE","LTINT","TOT","PC_PA","Q","2002-Q1",5.393333,
"CZE","LTINT","TOT","PC_PA","Q","2002-Q2",5.283333,
"CZE","LTINT","TOT","PC_PA","Q","2002-Q3",4.613333,
"CZE","LTINT","TOT","PC_PA","Q","2002-Q4",4.216667,
"CZE","LTINT","TOT","PC_PA","Q","2003-Q1",3.886667,
"CZE","LTINT","TOT","PC_PA","Q","2003-Q2",3.713333,
"CZE","LTINT","TOT","PC_PA","Q","2003-Q3",4.183333,
"CZE","LTINT","TOT","PC_PA","Q","2003-Q4",4.68,
"CZE","LTINT","TOT","PC_PA","Q","2004-Q1",4.706666,
"CZE","LTINT","TOT","PC_PA","Q","2004-Q2",4.906667,
"CZE","LTINT","TOT","PC_PA","Q","2004-Q3",5.116667,
"CZE","LTINT","TOT","PC_PA","Q","2004-Q4",4.553333,
"CZE","LTINT","TOT","PC_PA","Q","2005-Q1",3.74,
"CZE","LTINT","TOT","PC_PA","Q","2005-Q2",3.5,
"CZE","LTINT","TOT","PC_PA","Q","2005-Q3",3.316667,
"CZE","LTINT","TOT","PC_PA","Q","2005-Q4",3.613333,
"CZE","LTINT","TOT","PC_PA","Q","2006-Q1",3.466667,
"CZE","LTINT","TOT","PC_PA","Q","2006-Q2",3.94,
"CZE","LTINT","TOT","PC_PA","Q","2006-Q3",3.94,
"CZE","LTINT","TOT","PC_PA","Q","2006-Q4",3.853333,
"CZE","LTINT","TOT","PC_PA","Q","2007-Q1",3.9,
"CZE","LTINT","TOT","PC_PA","Q","2007-Q2",4.203333,
"CZE","LTINT","TOT","PC_PA","Q","2007-Q3",4.52,
"CZE","LTINT","TOT","PC_PA","Q","2007-Q4",4.586667,
"CZE","LTINT","TOT","PC_PA","Q","2008-Q1",4.59,
"CZE","LTINT","TOT","PC_PA","Q","2008-Q2",4.896667,
"CZE","LTINT","TOT","PC_PA","Q","2008-Q3",4.596667,
"CZE","LTINT","TOT","PC_PA","Q","2008-Q4",4.45,
"CZE","LTINT","TOT","PC_PA","Q","2009-Q1",4.703333,
"CZE","LTINT","TOT","PC_PA","Q","2009-Q2",5.253334,
"CZE","LTINT","TOT","PC_PA","Q","2009-Q3",5.17,
"CZE","LTINT","TOT","PC_PA","Q","2009-Q4",4.223333,
"CZE","LTINT","TOT","PC_PA","Q","2010-Q1",4.21,
"CZE","LTINT","TOT","PC_PA","Q","2010-Q2",4.066667,
"CZE","LTINT","TOT","PC_PA","Q","2010-Q3",3.623333,
"CZE","LTINT","TOT","PC_PA","Q","2010-Q4",3.636667,
"CZE","LTINT","TOT","PC_PA","Q","2011-Q1",4.026667,
"CZE","LTINT","TOT","PC_PA","Q","2011-Q2",3.903333,
"CZE","LTINT","TOT","PC_PA","Q","2011-Q3",3.396667,
"CZE","LTINT","TOT","PC_PA","Q","2011-Q4",3.503333,
"CZE","LTINT","TOT","PC_PA","Q","2012-Q1",3.34,
"CZE","LTINT","TOT","PC_PA","Q","2012-Q2",3.31,
"CZE","LTINT","TOT","PC_PA","Q","2012-Q3",2.45,
"CZE","LTINT","TOT","PC_PA","Q","2012-Q4",2.026667,
"CZE","LTINT","TOT","PC_PA","Q","2013-Q1",1.983333,
"CZE","LTINT","TOT","PC_PA","Q","2013-Q2",1.876667,
"CZE","LTINT","TOT","PC_PA","Q","2013-Q3",2.35,
"CZE","LTINT","TOT","PC_PA","Q","2013-Q4",2.236667,
"CZE","LTINT","TOT","PC_PA","Q","2014-Q1",2.303333,
"CZE","LTINT","TOT","PC_PA","Q","2014-Q2",1.76,
"CZE","LTINT","TOT","PC_PA","Q","2014-Q3",1.36,
"CZE","LTINT","TOT","PC_PA","Q","2014-Q4",0.88,
"CZE","LTINT","TOT","PC_PA","Q","2015-Q1",0.3666667,
"CZE","LTINT","TOT","PC_PA","Q","2015-Q2",0.6233333,
"CZE","LTINT","TOT","PC_PA","Q","2015-Q3",0.7966667,
"CZE","LTINT","TOT","PC_PA","Q","2015-Q4",0.5133333,
"CZE","LTINT","TOT","PC_PA","Q","2016-Q1",0.4766667,
"CZE","LTINT","TOT","PC_PA","Q","2016-Q2",0.4466667,
"CZE","LTINT","TOT","PC_PA","Q","2016-Q3",0.3033333,
"CZE","LTINT","TOT","PC_PA","Q","2016-Q4",0.4833333,
"CZE","LTINT","TOT","PC_PA","Q","2017-Q1",0.6566667,
"CZE","LTINT","TOT","PC_PA","Q","2017-Q2",0.8233333,
"CZE","LTINT","TOT","PC_PA","Q","2017-Q3",0.9,
"CZE","LTINT","TOT","PC_PA","Q","2017-Q4",1.543333,
"CZE","LTINT","TOT","PC_PA","Q","2018-Q1",1.8,
"CZE","LTINT","TOT","PC_PA","Q","2018-Q2",1.923333,
"CZE","LTINT","TOT","PC_PA","Q","2018-Q3",2.13,
"CZE","LTINT","TOT","PC_PA","Q","2018-Q4",2.073333,
"CZE","LTINT","TOT","PC_PA","Q","2019-Q1",1.81,
"CZE","LTINT","TOT","PC_PA","Q","2019-Q2",1.753333,
"CZE","LTINT","TOT","PC_PA","Q","2019-Q3",1.196667,
"CZE","LTINT","TOT","PC_PA","Q","2019-Q4",1.433333,
"CZE","LTINT","TOT","PC_PA","Q","2020-Q1",1.456667,
"CZE","LTINT","TOT","PC_PA","Q","2020-Q2",1.02,
"CZE","LTINT","TOT","PC_PA","Q","2020-Q3",0.93,
"CZE","LTINT","TOT","PC_PA","Q","2020-Q4",1.106667,
"GBR","LTINT","TOT","PC_PA","Q","1960-Q1",5.44,
"GBR","LTINT","TOT","PC_PA","Q","1960-Q2",5.8,
"GBR","LTINT","TOT","PC_PA","Q","1960-Q3",6.046667,
"GBR","LTINT","TOT","PC_PA","Q","1960-Q4",6.136667,
"GBR","LTINT","TOT","PC_PA","Q","1961-Q1",6.07,
"GBR","LTINT","TOT","PC_PA","Q","1961-Q2",6.153333,
"GBR","LTINT","TOT","PC_PA","Q","1961-Q3",6.643333,
"GBR","LTINT","TOT","PC_PA","Q","1961-Q4",6.19,
"GBR","LTINT","TOT","PC_PA","Q","1962-Q1",6.246666,
"GBR","LTINT","TOT","PC_PA","Q","1962-Q2",6.25,
"GBR","LTINT","TOT","PC_PA","Q","1962-Q3",5.44,
"GBR","LTINT","TOT","PC_PA","Q","1962-Q4",5.12,
"GBR","LTINT","TOT","PC_PA","Q","1963-Q1",5.37,
"GBR","LTINT","TOT","PC_PA","Q","1963-Q2",5.18,
"GBR","LTINT","TOT","PC_PA","Q","1963-Q3",4.973333,
"GBR","LTINT","TOT","PC_PA","Q","1963-Q4",5.14,
"GBR","LTINT","TOT","PC_PA","Q","1964-Q1",5.393333,
"GBR","LTINT","TOT","PC_PA","Q","1964-Q2",5.56,
"GBR","LTINT","TOT","PC_PA","Q","1964-Q3",5.76,
"GBR","LTINT","TOT","PC_PA","Q","1964-Q4",6.096667,
"GBR","LTINT","TOT","PC_PA","Q","1965-Q1",6.41,
"GBR","LTINT","TOT","PC_PA","Q","1965-Q2",6.673333,
"GBR","LTINT","TOT","PC_PA","Q","1965-Q3",6.646667,
"GBR","LTINT","TOT","PC_PA","Q","1965-Q4",6.476666,
"GBR","LTINT","TOT","PC_PA","Q","1966-Q1",6.566667,
"GBR","LTINT","TOT","PC_PA","Q","1966-Q2",6.82,
"GBR","LTINT","TOT","PC_PA","Q","1966-Q3",7.276667,
"GBR","LTINT","TOT","PC_PA","Q","1966-Q4",6.803333,
"GBR","LTINT","TOT","PC_PA","Q","1967-Q1",6.466667,
"GBR","LTINT","TOT","PC_PA","Q","1967-Q2",6.476666,
"GBR","LTINT","TOT","PC_PA","Q","1967-Q3",6.753334,
"GBR","LTINT","TOT","PC_PA","Q","1967-Q4",7.103333,
"GBR","LTINT","TOT","PC_PA","Q","1968-Q1",7.29,
"GBR","LTINT","TOT","PC_PA","Q","1968-Q2",7.413333,
"GBR","LTINT","TOT","PC_PA","Q","1968-Q3",7.58,
"GBR","LTINT","TOT","PC_PA","Q","1968-Q4",7.753334,
"GBR","LTINT","TOT","PC_PA","Q","1969-Q1",8.44,
"GBR","LTINT","TOT","PC_PA","Q","1969-Q2",8.97,
"GBR","LTINT","TOT","PC_PA","Q","1969-Q3",9.02,
"GBR","LTINT","TOT","PC_PA","Q","1969-Q4",8.89,
"GBR","LTINT","TOT","PC_PA","Q","1970-Q1",8.703333,
"GBR","LTINT","TOT","PC_PA","Q","1970-Q2",8.733334,
"GBR","LTINT","TOT","PC_PA","Q","1970-Q3",8.42,
"GBR","LTINT","TOT","PC_PA","Q","1970-Q4",8.68,
"GBR","LTINT","TOT","PC_PA","Q","1971-Q1",8.576667,
"GBR","LTINT","TOT","PC_PA","Q","1971-Q2",8.146667,
"GBR","LTINT","TOT","PC_PA","Q","1971-Q3",7.623333,
"GBR","LTINT","TOT","PC_PA","Q","1971-Q4",7.126667,
"GBR","LTINT","TOT","PC_PA","Q","1972-Q1",7.156667,
"GBR","LTINT","TOT","PC_PA","Q","1972-Q2",8.08,
"GBR","LTINT","TOT","PC_PA","Q","1972-Q3",9.08,
"GBR","LTINT","TOT","PC_PA","Q","1972-Q4",9.183333,
"GBR","LTINT","TOT","PC_PA","Q","1973-Q1",9.426666,
"GBR","LTINT","TOT","PC_PA","Q","1973-Q2",9.76,
"GBR","LTINT","TOT","PC_PA","Q","1973-Q3",11.04333,
"GBR","LTINT","TOT","PC_PA","Q","1973-Q4",12.00333,
"GBR","LTINT","TOT","PC_PA","Q","1974-Q1",13.32333,
"GBR","LTINT","TOT","PC_PA","Q","1974-Q2",13.65333,
"GBR","LTINT","TOT","PC_PA","Q","1974-Q3",14.28667,
"GBR","LTINT","TOT","PC_PA","Q","1974-Q4",15.56333,
"GBR","LTINT","TOT","PC_PA","Q","1975-Q1",13.54667,
"GBR","LTINT","TOT","PC_PA","Q","1975-Q2",12.84,
"GBR","LTINT","TOT","PC_PA","Q","1975-Q3",12.76,
"GBR","LTINT","TOT","PC_PA","Q","1975-Q4",13.58,
"GBR","LTINT","TOT","PC_PA","Q","1976-Q1",12.44,
"GBR","LTINT","TOT","PC_PA","Q","1976-Q2",12.76333,
"GBR","LTINT","TOT","PC_PA","Q","1976-Q3",13.80333,
"GBR","LTINT","TOT","PC_PA","Q","1976-Q4",15.43333,
"GBR","LTINT","TOT","PC_PA","Q","1977-Q1",13.28333,
"GBR","LTINT","TOT","PC_PA","Q","1977-Q2",12.18667,
"GBR","LTINT","TOT","PC_PA","Q","1977-Q3",12.06333,
"GBR","LTINT","TOT","PC_PA","Q","1977-Q4",10.57667,
"GBR","LTINT","TOT","PC_PA","Q","1978-Q1",10.73333,
"GBR","LTINT","TOT","PC_PA","Q","1978-Q2",12.22333,
"GBR","LTINT","TOT","PC_PA","Q","1978-Q3",12.32667,
"GBR","LTINT","TOT","PC_PA","Q","1978-Q4",12.97667,
"GBR","LTINT","TOT","PC_PA","Q","1979-Q1",13.20667,
"GBR","LTINT","TOT","PC_PA","Q","1979-Q2",11.9,
"GBR","LTINT","TOT","PC_PA","Q","1979-Q3",12.38667,
"GBR","LTINT","TOT","PC_PA","Q","1979-Q4",14.29,
"GBR","LTINT","TOT","PC_PA","Q","1980-Q1",14.69333,
"GBR","LTINT","TOT","PC_PA","Q","1980-Q2",14.10333,
"GBR","LTINT","TOT","PC_PA","Q","1980-Q3",13.41667,
"GBR","LTINT","TOT","PC_PA","Q","1980-Q4",13.44,
"GBR","LTINT","TOT","PC_PA","Q","1981-Q1",13.82333,
"GBR","LTINT","TOT","PC_PA","Q","1981-Q2",14.25,
"GBR","LTINT","TOT","PC_PA","Q","1981-Q3",15.44,
"GBR","LTINT","TOT","PC_PA","Q","1981-Q4",16.02,
"GBR","LTINT","TOT","PC_PA","Q","1982-Q1",15.01333,
"GBR","LTINT","TOT","PC_PA","Q","1982-Q2",13.94667,
"GBR","LTINT","TOT","PC_PA","Q","1982-Q3",12.35667,
"GBR","LTINT","TOT","PC_PA","Q","1982-Q4",11.02333,
"GBR","LTINT","TOT","PC_PA","Q","1983-Q1",11.68,
"GBR","LTINT","TOT","PC_PA","Q","1983-Q2",11.07,
"GBR","LTINT","TOT","PC_PA","Q","1983-Q3",11.5,
"GBR","LTINT","TOT","PC_PA","Q","1983-Q4",10.82333,
"GBR","LTINT","TOT","PC_PA","Q","1984-Q1",10.76667,
"GBR","LTINT","TOT","PC_PA","Q","1984-Q2",11.27333,
"GBR","LTINT","TOT","PC_PA","Q","1984-Q3",11.57,
"GBR","LTINT","TOT","PC_PA","Q","1984-Q4",10.9,
"GBR","LTINT","TOT","PC_PA","Q","1985-Q1",11.39333,
"GBR","LTINT","TOT","PC_PA","Q","1985-Q2",11.11,
"GBR","LTINT","TOT","PC_PA","Q","1985-Q3",10.71333,
"GBR","LTINT","TOT","PC_PA","Q","1985-Q4",10.66333,
"GBR","LTINT","TOT","PC_PA","Q","1986-Q1",10.51667,
"GBR","LTINT","TOT","PC_PA","Q","1986-Q2",9.18,
"GBR","LTINT","TOT","PC_PA","Q","1986-Q3",9.85,
"GBR","LTINT","TOT","PC_PA","Q","1986-Q4",10.99333,
"GBR","LTINT","TOT","PC_PA","Q","1987-Q1",9.783334,
"GBR","LTINT","TOT","PC_PA","Q","1987-Q2",8.956667,
"GBR","LTINT","TOT","PC_PA","Q","1987-Q3",9.876667,
"GBR","LTINT","TOT","PC_PA","Q","1987-Q4",9.666667,
"GBR","LTINT","TOT","PC_PA","Q","1988-Q1",9.483334,
"GBR","LTINT","TOT","PC_PA","Q","1988-Q2",9.373333,
"GBR","LTINT","TOT","PC_PA","Q","1988-Q3",9.95,
"GBR","LTINT","TOT","PC_PA","Q","1988-Q4",9.896667,
"GBR","LTINT","TOT","PC_PA","Q","1989-Q1",9.853333,
"GBR","LTINT","TOT","PC_PA","Q","1989-Q2",10.3,
"GBR","LTINT","TOT","PC_PA","Q","1989-Q3",10.09,
"GBR","LTINT","TOT","PC_PA","Q","1989-Q4",10.52,
"GBR","LTINT","TOT","PC_PA","Q","1990-Q1",11.54667,
"GBR","LTINT","TOT","PC_PA","Q","1990-Q2",12.31667,
"GBR","LTINT","TOT","PC_PA","Q","1990-Q3",12.03,
"GBR","LTINT","TOT","PC_PA","Q","1990-Q4",11.31667,
"GBR","LTINT","TOT","PC_PA","Q","1991-Q1",10.33667,
"GBR","LTINT","TOT","PC_PA","Q","1991-Q2",10.38333,
"GBR","LTINT","TOT","PC_PA","Q","1991-Q3",9.983334,
"GBR","LTINT","TOT","PC_PA","Q","1991-Q4",9.716666,
"GBR","LTINT","TOT","PC_PA","Q","1992-Q1",9.48,
"GBR","LTINT","TOT","PC_PA","Q","1992-Q2",9.19,
"GBR","LTINT","TOT","PC_PA","Q","1992-Q3",9.196667,
"GBR","LTINT","TOT","PC_PA","Q","1992-Q4",8.386666,
"GBR","LTINT","TOT","PC_PA","Q","1993-Q1",7.986667,
"GBR","LTINT","TOT","PC_PA","Q","1993-Q2",8,
"GBR","LTINT","TOT","PC_PA","Q","1993-Q3",7.216667,
"GBR","LTINT","TOT","PC_PA","Q","1993-Q4",6.7151,
"GBR","LTINT","TOT","PC_PA","Q","1994-Q1",6.8512,
"GBR","LTINT","TOT","PC_PA","Q","1994-Q2",8.2777,
"GBR","LTINT","TOT","PC_PA","Q","1994-Q3",8.693767,
"GBR","LTINT","TOT","PC_PA","Q","1994-Q4",8.665733,
"GBR","LTINT","TOT","PC_PA","Q","1995-Q1",8.661467,
"GBR","LTINT","TOT","PC_PA","Q","1995-Q2",8.242567,
"GBR","LTINT","TOT","PC_PA","Q","1995-Q3",8.108933,
"GBR","LTINT","TOT","PC_PA","Q","1995-Q4",7.788167,
"GBR","LTINT","TOT","PC_PA","Q","1996-Q1",7.7532,
"GBR","LTINT","TOT","PC_PA","Q","1996-Q2",8.0671,
"GBR","LTINT","TOT","PC_PA","Q","1996-Q3",7.851067,
"GBR","LTINT","TOT","PC_PA","Q","1996-Q4",7.569366,
"GBR","LTINT","TOT","PC_PA","Q","1997-Q1",7.401933,
"GBR","LTINT","TOT","PC_PA","Q","1997-Q2",7.315967,
"GBR","LTINT","TOT","PC_PA","Q","1997-Q3",6.989533,
"GBR","LTINT","TOT","PC_PA","Q","1997-Q4",6.502934,
"GBR","LTINT","TOT","PC_PA","Q","1998-Q1",6.0453,
"GBR","LTINT","TOT","PC_PA","Q","1998-Q2",5.821333,
"GBR","LTINT","TOT","PC_PA","Q","1998-Q3",5.517833,
"GBR","LTINT","TOT","PC_PA","Q","1998-Q4",4.819366,
"GBR","LTINT","TOT","PC_PA","Q","1999-Q1",4.458034,
"GBR","LTINT","TOT","PC_PA","Q","1999-Q2",4.890133,
"GBR","LTINT","TOT","PC_PA","Q","1999-Q3",5.498067,
"GBR","LTINT","TOT","PC_PA","Q","1999-Q4",5.527867,
"GBR","LTINT","TOT","PC_PA","Q","2000-Q1",5.609367,
"GBR","LTINT","TOT","PC_PA","Q","2000-Q2",5.311433,
"GBR","LTINT","TOT","PC_PA","Q","2000-Q3",5.3191,
"GBR","LTINT","TOT","PC_PA","Q","2000-Q4",5.076,
"GBR","LTINT","TOT","PC_PA","Q","2001-Q1",4.791633,
"GBR","LTINT","TOT","PC_PA","Q","2001-Q2",5.085733,
"GBR","LTINT","TOT","PC_PA","Q","2001-Q3",5.0589,
"GBR","LTINT","TOT","PC_PA","Q","2001-Q4",4.781734,
"GBR","LTINT","TOT","PC_PA","Q","2002-Q1",5.0208,
"GBR","LTINT","TOT","PC_PA","Q","2002-Q2",5.200333,
"GBR","LTINT","TOT","PC_PA","Q","2002-Q3",4.749767,
"GBR","LTINT","TOT","PC_PA","Q","2002-Q4",4.606067,
"GBR","LTINT","TOT","PC_PA","Q","2003-Q1",4.3091,
"GBR","LTINT","TOT","PC_PA","Q","2003-Q2",4.266233,
"GBR","LTINT","TOT","PC_PA","Q","2003-Q3",4.575,
"GBR","LTINT","TOT","PC_PA","Q","2003-Q4",4.956033,
"GBR","LTINT","TOT","PC_PA","Q","2004-Q1",4.7673,
"GBR","LTINT","TOT","PC_PA","Q","2004-Q2",5.0896,
"GBR","LTINT","TOT","PC_PA","Q","2004-Q3",5.008767,
"GBR","LTINT","TOT","PC_PA","Q","2004-Q4",4.6634,
"GBR","LTINT","TOT","PC_PA","Q","2005-Q1",4.6421,
"GBR","LTINT","TOT","PC_PA","Q","2005-Q2",4.441267,
"GBR","LTINT","TOT","PC_PA","Q","2005-Q3",4.278967,
"GBR","LTINT","TOT","PC_PA","Q","2005-Q4",4.293233,
"GBR","LTINT","TOT","PC_PA","Q","2006-Q1",4.1824,
"GBR","LTINT","TOT","PC_PA","Q","2006-Q2",4.610333,
"GBR","LTINT","TOT","PC_PA","Q","2006-Q3",4.620567,
"GBR","LTINT","TOT","PC_PA","Q","2006-Q4",4.5934,
"GBR","LTINT","TOT","PC_PA","Q","2007-Q1",4.8616,
"GBR","LTINT","TOT","PC_PA","Q","2007-Q2",5.207267,
"GBR","LTINT","TOT","PC_PA","Q","2007-Q3",5.1837,
"GBR","LTINT","TOT","PC_PA","Q","2007-Q4",4.792533,
"GBR","LTINT","TOT","PC_PA","Q","2008-Q1",4.5203,
"GBR","LTINT","TOT","PC_PA","Q","2008-Q2",4.907267,
"GBR","LTINT","TOT","PC_PA","Q","2008-Q3",4.782067,
"GBR","LTINT","TOT","PC_PA","Q","2008-Q4",4.153266,
"GBR","LTINT","TOT","PC_PA","Q","2009-Q1",3.5365,
"GBR","LTINT","TOT","PC_PA","Q","2009-Q2",3.5833,
"GBR","LTINT","TOT","PC_PA","Q","2009-Q3",3.731533,
"GBR","LTINT","TOT","PC_PA","Q","2009-Q4",3.738733,
"GBR","LTINT","TOT","PC_PA","Q","2010-Q1",4.052134,
