"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","EXCH","TOT","NATUSD","A","2008",0.679923,
"ITA","EXCH","TOT","NATUSD","A","2009",0.716958,
"ITA","EXCH","TOT","NATUSD","A","2010",0.754309,
"ITA","EXCH","TOT","NATUSD","A","2011",0.718414,
"ITA","EXCH","TOT","NATUSD","A","2012",0.778338,
"ITA","EXCH","TOT","NATUSD","A","2013",0.752945,
"ITA","EXCH","TOT","NATUSD","A","2014",0.752728,
"ITA","EXCH","TOT","NATUSD","A","2015",0.901296,
"ITA","EXCH","TOT","NATUSD","A","2016",0.903421,
"ITA","EXCH","TOT","NATUSD","A","2017",0.885206,
"ITA","EXCH","TOT","NATUSD","A","2018",0.846773,
"ITA","EXCH","TOT","NATUSD","A","2019",0.893276,
"ITA","EXCH","TOT","NATUSD","A","2020",0.875506,
"JPN","EXCH","TOT","NATUSD","A","1950",361.1,
"JPN","EXCH","TOT","NATUSD","A","1951",361.1,
"JPN","EXCH","TOT","NATUSD","A","1952",361.1,
"JPN","EXCH","TOT","NATUSD","A","1953",360,
"JPN","EXCH","TOT","NATUSD","A","1954",360,
"JPN","EXCH","TOT","NATUSD","A","1955",360,
"JPN","EXCH","TOT","NATUSD","A","1956",360,
"JPN","EXCH","TOT","NATUSD","A","1957",360,
"JPN","EXCH","TOT","NATUSD","A","1958",360,
"JPN","EXCH","TOT","NATUSD","A","1959",360,
"JPN","EXCH","TOT","NATUSD","A","1960",360,
"JPN","EXCH","TOT","NATUSD","A","1961",360,
"JPN","EXCH","TOT","NATUSD","A","1962",360,
"JPN","EXCH","TOT","NATUSD","A","1963",360,
"JPN","EXCH","TOT","NATUSD","A","1964",360,
"JPN","EXCH","TOT","NATUSD","A","1965",360,
"JPN","EXCH","TOT","NATUSD","A","1966",360,
"JPN","EXCH","TOT","NATUSD","A","1967",360,
"JPN","EXCH","TOT","NATUSD","A","1968",360,
"JPN","EXCH","TOT","NATUSD","A","1969",360,
"JPN","EXCH","TOT","NATUSD","A","1970",360,
"JPN","EXCH","TOT","NATUSD","A","1971",350.677694,
"JPN","EXCH","TOT","NATUSD","A","1972",303.1725,
"JPN","EXCH","TOT","NATUSD","A","1973",271.701667,
"JPN","EXCH","TOT","NATUSD","A","1974",292.0825,
"JPN","EXCH","TOT","NATUSD","A","1975",296.7875,
"JPN","EXCH","TOT","NATUSD","A","1976",296.5525,
"JPN","EXCH","TOT","NATUSD","A","1977",268.51,
"JPN","EXCH","TOT","NATUSD","A","1978",210.441667,
"JPN","EXCH","TOT","NATUSD","A","1979",219.14,
"JPN","EXCH","TOT","NATUSD","A","1980",226.740833,
"JPN","EXCH","TOT","NATUSD","A","1981",220.535833,
"JPN","EXCH","TOT","NATUSD","A","1982",249.076667,
"JPN","EXCH","TOT","NATUSD","A","1983",237.511667,
"JPN","EXCH","TOT","NATUSD","A","1984",237.5225,
"JPN","EXCH","TOT","NATUSD","A","1985",238.535833,
"JPN","EXCH","TOT","NATUSD","A","1986",168.519833,
"JPN","EXCH","TOT","NATUSD","A","1987",144.6375,
"JPN","EXCH","TOT","NATUSD","A","1988",128.151667,
"JPN","EXCH","TOT","NATUSD","A","1989",137.964417,
"JPN","EXCH","TOT","NATUSD","A","1990",144.7925,
"JPN","EXCH","TOT","NATUSD","A","1991",134.706667,
"JPN","EXCH","TOT","NATUSD","A","1992",126.651333,
"JPN","EXCH","TOT","NATUSD","A","1993",111.197786,
"JPN","EXCH","TOT","NATUSD","A","1994",102.207806,
"JPN","EXCH","TOT","NATUSD","A","1995",94.059579,
"JPN","EXCH","TOT","NATUSD","A","1996",108.779057,
"JPN","EXCH","TOT","NATUSD","A","1997",120.990863,
"JPN","EXCH","TOT","NATUSD","A","1998",130.905301,
"JPN","EXCH","TOT","NATUSD","A","1999",113.906805,
"JPN","EXCH","TOT","NATUSD","A","2000",107.765498,
"JPN","EXCH","TOT","NATUSD","A","2001",121.528948,
"JPN","EXCH","TOT","NATUSD","A","2002",125.388019,
"JPN","EXCH","TOT","NATUSD","A","2003",115.933464,
"JPN","EXCH","TOT","NATUSD","A","2004",108.192569,
"JPN","EXCH","TOT","NATUSD","A","2005",110.218212,
"JPN","EXCH","TOT","NATUSD","A","2006",116.299312,
"JPN","EXCH","TOT","NATUSD","A","2007",117.753529,
"JPN","EXCH","TOT","NATUSD","A","2008",103.359494,
"JPN","EXCH","TOT","NATUSD","A","2009",93.570089,
"JPN","EXCH","TOT","NATUSD","A","2010",87.779875,
"JPN","EXCH","TOT","NATUSD","A","2011",79.80702,
"JPN","EXCH","TOT","NATUSD","A","2012",79.790455,
"JPN","EXCH","TOT","NATUSD","A","2013",97.595658,
"JPN","EXCH","TOT","NATUSD","A","2014",105.944781,
"JPN","EXCH","TOT","NATUSD","A","2015",121.044026,
"JPN","EXCH","TOT","NATUSD","A","2016",108.7929,
"JPN","EXCH","TOT","NATUSD","A","2017",112.166141,
"JPN","EXCH","TOT","NATUSD","A","2018",110.423179,
"JPN","EXCH","TOT","NATUSD","A","2019",109.009666,
"JPN","EXCH","TOT","NATUSD","A","2020",106.774582,
"KOR","EXCH","TOT","NATUSD","A","1950",2.5,
"KOR","EXCH","TOT","NATUSD","A","1951",6,
"KOR","EXCH","TOT","NATUSD","A","1952",6,
"KOR","EXCH","TOT","NATUSD","A","1953",18,
"KOR","EXCH","TOT","NATUSD","A","1954",18,
"KOR","EXCH","TOT","NATUSD","A","1955",50,
"KOR","EXCH","TOT","NATUSD","A","1956",50,
"KOR","EXCH","TOT","NATUSD","A","1957",50,
"KOR","EXCH","TOT","NATUSD","A","1958",50,
"KOR","EXCH","TOT","NATUSD","A","1959",50,
"KOR","EXCH","TOT","NATUSD","A","1960",63.125,
"KOR","EXCH","TOT","NATUSD","A","1961",124.791667,
"KOR","EXCH","TOT","NATUSD","A","1962",130,
"KOR","EXCH","TOT","NATUSD","A","1963",130,
"KOR","EXCH","TOT","NATUSD","A","1964",213.846667,
"KOR","EXCH","TOT","NATUSD","A","1965",266.27,
"KOR","EXCH","TOT","NATUSD","A","1966",271.134167,
"KOR","EXCH","TOT","NATUSD","A","1967",270.511667,
"KOR","EXCH","TOT","NATUSD","A","1968",276.643333,
"KOR","EXCH","TOT","NATUSD","A","1969",288.241667,
"KOR","EXCH","TOT","NATUSD","A","1970",310.555833,
"KOR","EXCH","TOT","NATUSD","A","1971",347.1475,
"KOR","EXCH","TOT","NATUSD","A","1972",392.894167,
"KOR","EXCH","TOT","NATUSD","A","1973",398.321667,
"KOR","EXCH","TOT","NATUSD","A","1974",404.4725,
"KOR","EXCH","TOT","NATUSD","A","1975",484,
"KOR","EXCH","TOT","NATUSD","A","1976",484,
"KOR","EXCH","TOT","NATUSD","A","1977",484,
"KOR","EXCH","TOT","NATUSD","A","1978",484,
"KOR","EXCH","TOT","NATUSD","A","1979",484,
"KOR","EXCH","TOT","NATUSD","A","1980",607.716667,
"KOR","EXCH","TOT","NATUSD","A","1981",681.028333,
"KOR","EXCH","TOT","NATUSD","A","1982",731.1675,
"KOR","EXCH","TOT","NATUSD","A","1983",775.748333,
"KOR","EXCH","TOT","NATUSD","A","1984",805.970833,
"KOR","EXCH","TOT","NATUSD","A","1985",870.02,
"KOR","EXCH","TOT","NATUSD","A","1986",881.455833,
"KOR","EXCH","TOT","NATUSD","A","1987",822.564167,
"KOR","EXCH","TOT","NATUSD","A","1988",731.463333,
"KOR","EXCH","TOT","NATUSD","A","1989",671.455833,
"KOR","EXCH","TOT","NATUSD","A","1990",707.765833,
"KOR","EXCH","TOT","NATUSD","A","1991",733.329167,
"KOR","EXCH","TOT","NATUSD","A","1992",780.670833,
"KOR","EXCH","TOT","NATUSD","A","1993",802.538333,
"KOR","EXCH","TOT","NATUSD","A","1994",803.771667,
"KOR","EXCH","TOT","NATUSD","A","1995",771.254167,
"KOR","EXCH","TOT","NATUSD","A","1996",804.4575,
"KOR","EXCH","TOT","NATUSD","A","1997",949.89,
"KOR","EXCH","TOT","NATUSD","A","1998",1403.183333,
"KOR","EXCH","TOT","NATUSD","A","1999",1189.439167,
"KOR","EXCH","TOT","NATUSD","A","2000",1130.3625,
"KOR","EXCH","TOT","NATUSD","A","2001",1290.79,
"KOR","EXCH","TOT","NATUSD","A","2002",1251.6025,
"KOR","EXCH","TOT","NATUSD","A","2003",1191.645833,
"KOR","EXCH","TOT","NATUSD","A","2004",1146.249167,
"KOR","EXCH","TOT","NATUSD","A","2005",1024.328333,
"KOR","EXCH","TOT","NATUSD","A","2006",955.340833,
"KOR","EXCH","TOT","NATUSD","A","2007",929.375833,
"KOR","EXCH","TOT","NATUSD","A","2008",1100.125833,
"KOR","EXCH","TOT","NATUSD","A","2009",1277.245833,
"KOR","EXCH","TOT","NATUSD","A","2010",1156.46,
"KOR","EXCH","TOT","NATUSD","A","2011",1108.233333,
"KOR","EXCH","TOT","NATUSD","A","2012",1126.806667,
"KOR","EXCH","TOT","NATUSD","A","2013",1094.9825,
"KOR","EXCH","TOT","NATUSD","A","2014",1052.84,
"KOR","EXCH","TOT","NATUSD","A","2015",1130.9525,
"KOR","EXCH","TOT","NATUSD","A","2016",1160.7675,
"KOR","EXCH","TOT","NATUSD","A","2017",1131.000833,
"KOR","EXCH","TOT","NATUSD","A","2018",1100.163333,
"KOR","EXCH","TOT","NATUSD","A","2019",1165.3575,
"KOR","EXCH","TOT","NATUSD","A","2020",1180.276058,
"LUX","EXCH","TOT","NATUSD","A","1950",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1951",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1952",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1953",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1954",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1955",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1956",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1957",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1958",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1959",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1960",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1961",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1962",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1963",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1964",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1965",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1966",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1967",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1968",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1969",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1970",1.239468,
"LUX","EXCH","TOT","NATUSD","A","1971",1.216091,
"LUX","EXCH","TOT","NATUSD","A","1972",1.091093,
"LUX","EXCH","TOT","NATUSD","A","1973",0.966202,
"LUX","EXCH","TOT","NATUSD","A","1974",0.965582,
"LUX","EXCH","TOT","NATUSD","A","1975",0.911726,
"LUX","EXCH","TOT","NATUSD","A","1976",0.956997,
"LUX","EXCH","TOT","NATUSD","A","1977",0.888519,
"LUX","EXCH","TOT","NATUSD","A","1978",0.780668,
"LUX","EXCH","TOT","NATUSD","A","1979",0.726791,
"LUX","EXCH","TOT","NATUSD","A","1980",0.724882,
"LUX","EXCH","TOT","NATUSD","A","1981",0.92041,
"LUX","EXCH","TOT","NATUSD","A","1982",1.13264,
"LUX","EXCH","TOT","NATUSD","A","1983",1.267521,
"LUX","EXCH","TOT","NATUSD","A","1984",1.432426,
"LUX","EXCH","TOT","NATUSD","A","1985",1.471942,
"LUX","EXCH","TOT","NATUSD","A","1986",1.107388,
"LUX","EXCH","TOT","NATUSD","A","1987",0.925488,
"LUX","EXCH","TOT","NATUSD","A","1988",0.911463,
"LUX","EXCH","TOT","NATUSD","A","1989",0.9768,
"LUX","EXCH","TOT","NATUSD","A","1990",0.828409,
"LUX","EXCH","TOT","NATUSD","A","1991",0.846513,
"LUX","EXCH","TOT","NATUSD","A","1992",0.796965,
"LUX","EXCH","TOT","NATUSD","A","1993",0.857625,
"LUX","EXCH","TOT","NATUSD","A","1994",0.829365,
"LUX","EXCH","TOT","NATUSD","A","1995",0.730791,
"LUX","EXCH","TOT","NATUSD","A","1996",0.767516,
"LUX","EXCH","TOT","NATUSD","A","1997",0.886812,
"LUX","EXCH","TOT","NATUSD","A","1998",0.89982,
"LUX","EXCH","TOT","NATUSD","A","1999",0.938283,
"LUX","EXCH","TOT","NATUSD","A","2000",1.082705,
"LUX","EXCH","TOT","NATUSD","A","2001",1.116533,
"LUX","EXCH","TOT","NATUSD","A","2002",1.057559,
"LUX","EXCH","TOT","NATUSD","A","2003",0.884048,
"LUX","EXCH","TOT","NATUSD","A","2004",0.803922,
"LUX","EXCH","TOT","NATUSD","A","2005",0.8038,
"LUX","EXCH","TOT","NATUSD","A","2006",0.796433,
"LUX","EXCH","TOT","NATUSD","A","2007",0.729672,
"LUX","EXCH","TOT","NATUSD","A","2008",0.679923,
"LUX","EXCH","TOT","NATUSD","A","2009",0.716958,
"LUX","EXCH","TOT","NATUSD","A","2010",0.754309,
"LUX","EXCH","TOT","NATUSD","A","2011",0.718414,
"LUX","EXCH","TOT","NATUSD","A","2012",0.778338,
"LUX","EXCH","TOT","NATUSD","A","2013",0.752945,
"LUX","EXCH","TOT","NATUSD","A","2014",0.752728,
"LUX","EXCH","TOT","NATUSD","A","2015",0.901296,
"LUX","EXCH","TOT","NATUSD","A","2016",0.903421,
"LUX","EXCH","TOT","NATUSD","A","2017",0.885206,
"LUX","EXCH","TOT","NATUSD","A","2018",0.846773,
"LUX","EXCH","TOT","NATUSD","A","2019",0.893276,
"LUX","EXCH","TOT","NATUSD","A","2020",0.875506,
"MEX","EXCH","TOT","NATUSD","A","1950",0.00865,
"MEX","EXCH","TOT","NATUSD","A","1951",0.00865,
"MEX","EXCH","TOT","NATUSD","A","1952",0.00865,
"MEX","EXCH","TOT","NATUSD","A","1953",0.00865,
"MEX","EXCH","TOT","NATUSD","A","1954",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1955",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1956",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1957",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1958",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1959",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1960",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1961",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1962",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1963",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1964",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1965",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1966",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1967",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1968",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1969",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1970",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1971",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1972",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1973",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1974",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1975",0.0125,
"MEX","EXCH","TOT","NATUSD","A","1976",0.015426,
"MEX","EXCH","TOT","NATUSD","A","1977",0.022573,
"MEX","EXCH","TOT","NATUSD","A","1978",0.022767,
"MEX","EXCH","TOT","NATUSD","A","1979",0.022805,
"MEX","EXCH","TOT","NATUSD","A","1980",0.022951,
"MEX","EXCH","TOT","NATUSD","A","1981",0.024515,
"MEX","EXCH","TOT","NATUSD","A","1982",0.056402,
"MEX","EXCH","TOT","NATUSD","A","1983",0.120094,
"MEX","EXCH","TOT","NATUSD","A","1984",0.167828,
"MEX","EXCH","TOT","NATUSD","A","1985",0.256872,
"MEX","EXCH","TOT","NATUSD","A","1986",0.611773,
"MEX","EXCH","TOT","NATUSD","A","1987",1.378183,
"MEX","EXCH","TOT","NATUSD","A","1988",2.273105,
"MEX","EXCH","TOT","NATUSD","A","1989",2.461473,
"MEX","EXCH","TOT","NATUSD","A","1990",2.812599,
"MEX","EXCH","TOT","NATUSD","A","1991",3.01843,
"MEX","EXCH","TOT","NATUSD","A","1992",3.094898,
"MEX","EXCH","TOT","NATUSD","A","1993",3.115617,
"MEX","EXCH","TOT","NATUSD","A","1994",3.375117,
"MEX","EXCH","TOT","NATUSD","A","1995",6.419425,
"MEX","EXCH","TOT","NATUSD","A","1996",7.599448,
"MEX","EXCH","TOT","NATUSD","A","1997",7.91846,
"MEX","EXCH","TOT","NATUSD","A","1998",9.136042,
"MEX","EXCH","TOT","NATUSD","A","1999",9.560398,
"MEX","EXCH","TOT","NATUSD","A","2000",9.455558,
"MEX","EXCH","TOT","NATUSD","A","2001",9.342342,
"MEX","EXCH","TOT","NATUSD","A","2002",9.655958,
"MEX","EXCH","TOT","NATUSD","A","2003",10.789019,
"MEX","EXCH","TOT","NATUSD","A","2004",11.285967,
"MEX","EXCH","TOT","NATUSD","A","2005",10.897892,
"MEX","EXCH","TOT","NATUSD","A","2006",10.899242,
"MEX","EXCH","TOT","NATUSD","A","2007",10.928192,
"MEX","EXCH","TOT","NATUSD","A","2008",11.129717,
"MEX","EXCH","TOT","NATUSD","A","2009",13.513475,
"MEX","EXCH","TOT","NATUSD","A","2010",12.636008,
"MEX","EXCH","TOT","NATUSD","A","2011",12.423325,
"MEX","EXCH","TOT","NATUSD","A","2012",13.169458,
"MEX","EXCH","TOT","NATUSD","A","2013",12.771992,
"MEX","EXCH","TOT","NATUSD","A","2014",13.29245,
"MEX","EXCH","TOT","NATUSD","A","2015",15.848267,
"MEX","EXCH","TOT","NATUSD","A","2016",18.664058,
"MEX","EXCH","TOT","NATUSD","A","2017",18.926517,
"MEX","EXCH","TOT","NATUSD","A","2018",19.244342,
"MEX","EXCH","TOT","NATUSD","A","2019",19.263633,
"MEX","EXCH","TOT","NATUSD","A","2020",21.485608,
"NLD","EXCH","TOT","NATUSD","A","1950",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1951",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1952",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1953",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1954",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1955",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1956",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1957",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1958",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1959",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1960",1.724365,
"NLD","EXCH","TOT","NATUSD","A","1961",1.656298,
"NLD","EXCH","TOT","NATUSD","A","1962",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1963",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1964",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1965",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1966",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1967",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1968",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1969",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1970",1.642684,
"NLD","EXCH","TOT","NATUSD","A","1971",1.595982,
"NLD","EXCH","TOT","NATUSD","A","1972",1.456408,
"NLD","EXCH","TOT","NATUSD","A","1973",1.268565,
"NLD","EXCH","TOT","NATUSD","A","1974",1.219935,
"NLD","EXCH","TOT","NATUSD","A","1975",1.147606,
"NLD","EXCH","TOT","NATUSD","A","1976",1.199768,
"NLD","EXCH","TOT","NATUSD","A","1977",1.11369,
"NLD","EXCH","TOT","NATUSD","A","1978",0.981791,
"NLD","EXCH","TOT","NATUSD","A","1979",0.910279,
"NLD","EXCH","TOT","NATUSD","A","1980",0.902168,
"NLD","EXCH","TOT","NATUSD","A","1981",1.132272,
"NLD","EXCH","TOT","NATUSD","A","1982",1.211688,
"NLD","EXCH","TOT","NATUSD","A","1983",1.295145,
"NLD","EXCH","TOT","NATUSD","A","1984",1.456037,
"NLD","EXCH","TOT","NATUSD","A","1985",1.507186,
"NLD","EXCH","TOT","NATUSD","A","1986",1.111773,
"NLD","EXCH","TOT","NATUSD","A","1987",0.919223,
"NLD","EXCH","TOT","NATUSD","A","1988",0.896934,
"NLD","EXCH","TOT","NATUSD","A","1989",0.962349,
"NLD","EXCH","TOT","NATUSD","A","1990",0.826307,
"NLD","EXCH","TOT","NATUSD","A","1991",0.848418,
"NLD","EXCH","TOT","NATUSD","A","1992",0.797957,
"NLD","EXCH","TOT","NATUSD","A","1993",0.842808,
"NLD","EXCH","TOT","NATUSD","A","1994",0.825878,
"NLD","EXCH","TOT","NATUSD","A","1995",0.728624,
"NLD","EXCH","TOT","NATUSD","A","1996",0.765027,
"NLD","EXCH","TOT","NATUSD","A","1997",0.885448,
"NLD","EXCH","TOT","NATUSD","A","1998",0.900179,
"NLD","EXCH","TOT","NATUSD","A","1999",0.938283,
"NLD","EXCH","TOT","NATUSD","A","2000",1.082705,
"NLD","EXCH","TOT","NATUSD","A","2001",1.116533,
"NLD","EXCH","TOT","NATUSD","A","2002",1.057559,
"NLD","EXCH","TOT","NATUSD","A","2003",0.884048,
"NLD","EXCH","TOT","NATUSD","A","2004",0.803922,
"NLD","EXCH","TOT","NATUSD","A","2005",0.8038,
"NLD","EXCH","TOT","NATUSD","A","2006",0.796433,
"NLD","EXCH","TOT","NATUSD","A","2007",0.729672,
"NLD","EXCH","TOT","NATUSD","A","2008",0.679923,
"NLD","EXCH","TOT","NATUSD","A","2009",0.716958,
"NLD","EXCH","TOT","NATUSD","A","2010",0.754309,
"NLD","EXCH","TOT","NATUSD","A","2011",0.718414,
"NLD","EXCH","TOT","NATUSD","A","2012",0.778338,
"NLD","EXCH","TOT","NATUSD","A","2013",0.752945,
"NLD","EXCH","TOT","NATUSD","A","2014",0.752728,
"NLD","EXCH","TOT","NATUSD","A","2015",0.901296,
"NLD","EXCH","TOT","NATUSD","A","2016",0.903421,
"NLD","EXCH","TOT","NATUSD","A","2017",0.885206,
"NLD","EXCH","TOT","NATUSD","A","2018",0.846773,
"NLD","EXCH","TOT","NATUSD","A","2019",0.893276,
"NLD","EXCH","TOT","NATUSD","A","2020",0.875506,
"NZL","EXCH","TOT","NATUSD","A","1950",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1951",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1952",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1953",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1954",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1955",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1956",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1957",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1958",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1959",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1960",0.714288,
"NZL","EXCH","TOT","NATUSD","A","1961",0.715514,
"NZL","EXCH","TOT","NATUSD","A","1962",0.719194,
"NZL","EXCH","TOT","NATUSD","A","1963",0.719194,
"NZL","EXCH","TOT","NATUSD","A","1964",0.719194,
"NZL","EXCH","TOT","NATUSD","A","1965",0.719194,
"NZL","EXCH","TOT","NATUSD","A","1966",0.719194,
"NZL","EXCH","TOT","NATUSD","A","1967",0.733666,
"NZL","EXCH","TOT","NATUSD","A","1968",0.892857,
"NZL","EXCH","TOT","NATUSD","A","1969",0.892857,
"NZL","EXCH","TOT","NATUSD","A","1970",0.892857,
"NZL","EXCH","TOT","NATUSD","A","1971",0.880607,
"NZL","EXCH","TOT","NATUSD","A","1972",0.83668,
"NZL","EXCH","TOT","NATUSD","A","1973",0.736812,
"NZL","EXCH","TOT","NATUSD","A","1974",0.715403,
"NZL","EXCH","TOT","NATUSD","A","1975",0.832307,
"NZL","EXCH","TOT","NATUSD","A","1976",1.004889,
"NZL","EXCH","TOT","NATUSD","A","1977",1.030312,
"NZL","EXCH","TOT","NATUSD","A","1978",0.964425,
"NZL","EXCH","TOT","NATUSD","A","1979",0.978502,
"NZL","EXCH","TOT","NATUSD","A","1980",1.02668,
"NZL","EXCH","TOT","NATUSD","A","1981",1.152795,
"NZL","EXCH","TOT","NATUSD","A","1982",1.332608,
"NZL","EXCH","TOT","NATUSD","A","1983",1.496773,
"NZL","EXCH","TOT","NATUSD","A","1984",1.763992,
"NZL","EXCH","TOT","NATUSD","A","1985",2.023372,
"NZL","EXCH","TOT","NATUSD","A","1986",1.913161,
"NZL","EXCH","TOT","NATUSD","A","1987",1.694561,
"NZL","EXCH","TOT","NATUSD","A","1988",1.526401,
"NZL","EXCH","TOT","NATUSD","A","1989",1.672148,
"NZL","EXCH","TOT","NATUSD","A","1990",1.676203,
"NZL","EXCH","TOT","NATUSD","A","1991",1.733514,
"NZL","EXCH","TOT","NATUSD","A","1992",1.861792,
"NZL","EXCH","TOT","NATUSD","A","1993",1.850513,
"NZL","EXCH","TOT","NATUSD","A","1994",1.686522,
"NZL","EXCH","TOT","NATUSD","A","1995",1.523877,
"NZL","EXCH","TOT","NATUSD","A","1996",1.454848,
"NZL","EXCH","TOT","NATUSD","A","1997",1.512421,
"NZL","EXCH","TOT","NATUSD","A","1998",1.868249,
"NZL","EXCH","TOT","NATUSD","A","1999",1.889614,
"NZL","EXCH","TOT","NATUSD","A","2000",2.201149,
"NZL","EXCH","TOT","NATUSD","A","2001",2.378751,
"NZL","EXCH","TOT","NATUSD","A","2002",2.162191,
"NZL","EXCH","TOT","NATUSD","A","2003",1.722099,
"NZL","EXCH","TOT","NATUSD","A","2004",1.508681,
"NZL","EXCH","TOT","NATUSD","A","2005",1.420273,
"NZL","EXCH","TOT","NATUSD","A","2006",1.542056,
"NZL","EXCH","TOT","NATUSD","A","2007",1.360675,
"NZL","EXCH","TOT","NATUSD","A","2008",1.422727,
"NZL","EXCH","TOT","NATUSD","A","2009",1.600877,
"NZL","EXCH","TOT","NATUSD","A","2010",1.387834,
"NZL","EXCH","TOT","NATUSD","A","2011",1.265811,
"NZL","EXCH","TOT","NATUSD","A","2012",1.234284,
"NZL","EXCH","TOT","NATUSD","A","2013",1.219408,
"NZL","EXCH","TOT","NATUSD","A","2014",1.205433,
"NZL","EXCH","TOT","NATUSD","A","2015",1.433975,
"NZL","EXCH","TOT","NATUSD","A","2016",1.436525,
"NZL","EXCH","TOT","NATUSD","A","2017",1.407408,
"NZL","EXCH","TOT","NATUSD","A","2018",1.445258,
"NZL","EXCH","TOT","NATUSD","A","2019",1.517875,
"NZL","EXCH","TOT","NATUSD","A","2020",1.542058,
"NOR","EXCH","TOT","NATUSD","A","1950",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1951",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1952",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1953",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1954",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1955",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1956",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1957",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1958",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1959",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1960",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1961",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1962",7.14286,
"NOR","EXCH","TOT","NATUSD","A","1963",7.14286,
